Iceberg,Length (NM),Width (NM),Latitude,Longitude,Remarks,Last Update
A76B,20,7,-72.72,-59.07,belle,2/25/2022
A76C,16,7,-69.77,-59.23,belle,2/25/2022
A77,27,4,-74.83,-28.08,weddw,2/25/2022
A78,18,4,-73.47,-23.65,weddw,2/25/2022
B09B,24,8,-66.23,143.48,wilke,2/25/2022
B09G,11,7,-68.19,41.82,amerw,2/25/2022
B09I,12,6,-55.02,-29.71,weddw,2/25/2022
B15AB,11,4,-66.08,50.59,amerw,2/25/2022
B22A,38,24,-73.81,-109.46,amune (grounded),2/25/2022
B28,9,6,-74.43,-109.23,amune (grounded),2/25/2022
B29,11,5,-74.25,-109.31,amune (grounded),2/25/2022
B38,6,4,-77,-155.11,rosse,2/25/2022
B39,8,4,-75.47,-28.54,weddw,2/25/2022
B40,6,5,-65.6,130.7,wilke,2/25/2022
B42,12,4,-70.95,-149.6,amunw,2/25/2022
B45,7,6,-74.56,-109.41,amune,2/25/2022
B46,10,4,-71.91,-134.19,amune,2/25/2022
B47,12,5,-73.86,-134.01,amunw,2/25/2022
B50,15,6,-67.29,-167.2,rosse,2/25/2022
C15,12,8,-65.96,143.26,wilke,2/25/2022
C18B,19,4,-66.59,89.55,amere (grounded),2/25/2022
C21B,11,8,-64.98,95.86,wilkw (grounded),2/25/2022
C24,11,2,-64.84,96.02,wilkw (grounded),2/25/2022
C29,5,5,-66.06,142.8,wilke,2/25/2022
C30,9,3,-64.78,96.3,wilkw (grounded),2/25/2022
C31,9,3,-64.68,96.51,wilkw (grounded),2/25/2022
C33,8,4,-65.37,126.6,wilke (grounded),2/25/2022
C35,7,5,-67.35,148.03,wilke,2/25/2022
C36,22,15,-67.93,147.48,wilke (grounded),2/25/2022
D15A,51,24,-66.63,81.92,amere (grounded),2/25/2022
D15B,33,12,-66.98,81.58,amere (grounded),2/25/2022
D20A,17,6,-69.51,23.61,wedde,2/25/2022
D23,8,6,-69.43,74.68,amere (grounded),2/25/2022
D26,19,2,-69.36,29.4,wedde (grounded),2/25/2022
D27,8,5,-69.53,22.67,wedde,2/25/2022
D28,29,19,-74.51,-28.16,weddw,2/25/2022
D29A,15,9,-73.54,-30.27,belle,2/25/2022
D29B,13,7,-73.34,-21.54,weddw,2/25/2022
D29C,13,6,-73.51,-26.9,weddw,2/25/2022
D30A,37,11,-74.46,-31.67,belle,2/25/2022
D30B,10,5,-74.12,-27.15,weddw,2/25/2022
D31,16,2,-70.02,-2.7,weddw,2/25/2022
A23A,40,34,-75.77,-37.97,belle,3/4/2022
A64,9,8,-67.12,-60.2,belle,3/4/2022
A69A,10,9,-66.46,-59.32,belle,3/4/2022
A69B,10,5,-66.12,-58.61,belle,3/4/2022
A69C,10,3,-66.69,-58.8,belle,3/4/2022
A70,8,5,-66.3,-59.35,belle,3/4/2022
A74,30,18,-77.43,-41.13,belle,3/4/2022
A76A,73,14,-70.26,-56.34,belle,3/4/2022
A76B,20,7,-72.53,-58.91,belle,3/4/2022
A76C,16,7,-69.61,-59.48,belle,3/4/2022
A77,27,4,-74.86,-27.59,weddw,3/4/2022
A78,18,4,-73.51,-26.19,weddw,3/4/2022
A79,9.5,3,-71.14,-60.47,belle,3/4/2022
B09B,24,8,-66.21,143.43,wilke,3/4/2022
B09G,11,7,-68.19,41.82,amerw,3/4/2022
B09I,12,6,-54.82,-29.02,weddw,3/4/2022
B15AB,11,4,-66.08,50.59,amerw,3/4/2022
B22A,38,24,-73.81,-109.45,amune (grounded),3/4/2022
B28,9,6,-74.38,-109.34,amune,3/4/2022
B29,11,5,-74.21,-109.49,amune,3/4/2022
B38,6,4,-77,-155.11,rosse,3/4/2022
B39,8,4,-75.47,-28.31,weddw,3/4/2022
B40,6,5,-65.64,130.18,wilke,3/4/2022
B42,12,4,-70.77,-149.85,amunw,3/4/2022
B45,7,6,-74.52,-109.54,amune,3/4/2022
B46,10,4,-71.64,-133.6,amune,3/4/2022
B47,12,5,-73.83,-133.94,amunw,3/4/2022
B50,15,6,-67.03,-166.9,rosse,3/4/2022
C15,12,8,-65.96,143.26,wilke,3/4/2022
C18B,19,4,-66.59,89.55,amere (grounded),3/4/2022
C21B,11,8,-64.98,95.86,wilkw (grounded),3/4/2022
C24,11,2,-64.84,96.02,wilkw (grounded),3/4/2022
C29,5,5,-66.06,142.8,wilke,3/4/2022
C30,9,3,-64.78,96.3,wilkw (grounded),3/4/2022
C31,9,3,-64.68,96.51,wilkw (grounded),3/4/2022
C33,8,4,-65.37,126.6,wilke (grounded),3/4/2022
C35,7,5,-67.33,148.01,wilke,3/4/2022
C36,22,15,-67.93,147.48,wilke (grounded),3/4/2022
D15A,51,24,-66.63,81.92,amere (grounded),3/4/2022
D15B,33,12,-66.98,81.58,amere (grounded),3/4/2022
D20A,17,6,-69.47,22.38,wedde,3/4/2022
D23,8,6,-69.43,74.68,amere (grounded),3/4/2022
D26,16,2,-69.29,29.52,wedde (grounded),3/4/2022
D27,7,4,-69.73,24.17,wedde,3/4/2022
D28,29,19,-74.55,-28.65,weddw,3/4/2022
D29A,15,9,-73.45,-31.11,belle,3/4/2022
D29B,13,7,-73.19,-21.29,weddw,3/4/2022
D29C,13,6,-73.7,-28.56,weddw,3/4/2022
D30A,37,11,-74.52,-31.3,belle,3/4/2022
D30B,10,5,-74.25,-27.53,weddw,3/4/2022
D31,16,2,-69.98,-3.58,weddw,3/4/2022
A23A,40,34,-75.55,-37.63,belle,3/11/2022
A64,9,8,-67.07,-60.16,belle,3/11/2022
A69A,10,9,-66.42,-59.33,belle,3/11/2022
A69B,10,5,-66.11,-58.56,belle,3/11/2022
A69C,10,3,-66.67,-58.91,belle,3/11/2022
A70,8,5,-66.28,-59.21,belle,3/11/2022
A74,30,18,-77.32,-41.66,belle,3/11/2022
A76A,73,14,-70.26,-56.34,belle,3/11/2022
A76B,20,7,-72.53,-58.91,belle,3/11/2022
A76C,16,7,-69.7,-59.25,belle,3/11/2022
A77,27,4,-74.77,-27.49,weddw,3/11/2022
A78,18,4,-73.56,-26.72,weddw,3/11/2022
A79,9.5,3,-71.08,-60.46,belle,3/11/2022
B09B,24,8,-66.21,143.43,wilke,3/11/2022
B09G,11,7,-68.19,41.82,amerw,3/11/2022
B09I,12,6,-54.99,-28.94,weddw,3/11/2022
B15AB,11,4,-66.08,50.59,amerw,3/11/2022
B22A,38,24,-73.81,-109.45,amune (grounded),3/11/2022
B28,9,6,-74.38,-109.34,amune,3/11/2022
B29,11,5,-74.21,-109.49,amune,3/11/2022
B38,6,4,-77,-155.11,rosse,3/11/2022
B39,8,4,-75.21,-27.78,weddw,3/11/2022
B40,6,5,-65.45,129.56,wilke,3/11/2022
B42,12,4,-70.62,-150.63,rosse,3/11/2022
B45,7,6,-74.52,-109.54,amune,3/11/2022
B46,10,4,-71.44,-133.46,amune,3/11/2022
B47,12,5,-73.87,-134.01,amunw,3/11/2022
B50,15,6,-66.91,-166.78,rosse,3/11/2022
C15,12,8,-65.96,143.26,wilke,3/11/2022
C18B,19,4,-66.59,89.55,amere (grounded),3/11/2022
C21B,11,8,-64.99,95.85,wilkw (grounded),3/11/2022
C24,11,2,-64.84,96.02,wilkw (grounded),3/11/2022
C29,5,5,-66.06,142.8,wilke,3/11/2022
C30,9,3,-64.78,96.28,wilkw (grounded),3/11/2022
C31,9,3,-64.69,96.5,wilkw (grounded),3/11/2022
C33,8,4,-65.33,126.57,wilke (grounded),3/11/2022
C35,7,5,-67.33,148.01,wilke,3/11/2022
C36,22,15,-67.93,147.48,wilke (grounded),3/11/2022
C37,8,3,-65.62,103.21,wilkw,3/11/2022
D15A,51,24,-66.63,81.92,amere (grounded),3/11/2022
D15B,33,12,-66.98,81.58,amere (grounded),3/11/2022
D20A,17,6,-69.62,23.06,wedde,3/11/2022
D23,8,6,-69.43,74.68,amere (grounded),3/11/2022
D26,16,2,-69.29,29.52,wedde (grounded),3/11/2022
D27,7,4,-69.65,24.47,wedde,3/11/2022
D28,29,19,-74.53,-28.74,weddw,3/11/2022
D29A,15,9,-73.14,-31.58,belle,3/11/2022
D29B,13,7,-73.13,-22.36,weddw,3/11/2022
D29C,13,6,-73.56,-28.77,weddw,3/11/2022
D30A,37,11,-74.36,-31.34,belle,3/11/2022
D30B,10,5,-74.16,-27.85,weddw,3/11/2022
D31,16,2,-69.96,-4.23,weddw,3/11/2022
A23A,40,34,-75.26,-37.32,belle,3/18/2022
A64,9,8,-67.01,-60,belle,3/18/2022
A69A,10,9,-66.3,-58.95,belle,3/18/2022
A69B,10,5,-65.97,-58.56,belle,3/18/2022
A69C,10,3,-66.63,-58.91,belle,3/18/2022
A70,8,5,-66.18,-59.28,belle,3/18/2022
A74,30,18,-77.17,-42.23,belle,3/18/2022
A76A,73,14,-69.8,-56.03,belle,3/18/2022
A76B,20,7,-72.28,-58.88,belle,3/18/2022
A76C,16,7,-69.5,-59.87,belle,3/18/2022
A77,27,4,-74.84,-27.93,weddw,3/18/2022
A78,18,4,-73.32,-27.12,weddw,3/18/2022
A79,9.5,3,-71.16,-60.54,belle,3/18/2022
B09B,24,8,-66.23,143.49,wilke,3/18/2022
B09G,11,7,-68.19,41.82,amerw,3/18/2022
B09I,12,6,-54.9,-29.14,weddw,3/18/2022
B15AB,11,4,-66.08,50.59,amerw,3/18/2022
B22A,38,24,-73.81,-109.47,amune (grounded),3/18/2022
B28,9,6,-74.38,-109.38,amune,3/18/2022
B29,11,5,-74.21,-109.54,amune,3/18/2022
B38,6,4,-77,-155.11,rosse,3/18/2022
B39,8,4,-75.29,-28.26,weddw,3/18/2022
B40,6,5,-65.24,129.53,wilke,3/18/2022
B42,12,4,-70.31,-150.78,rosse,3/18/2022
B45,7,6,-74.52,-109.55,amune,3/18/2022
B46,10,4,-71.4,-133.01,amune,3/18/2022
B47,12,5,-73.87,-134.01,amunw,3/18/2022
B50,15,6,-66.62,-166.45,rosse,3/18/2022
C15,12,8,-65.96,143.27,wilke,3/18/2022
C18B,19,4,-66.59,89.55,amere (grounded),3/18/2022
C21B,11,8,-64.99,95.85,wilkw (grounded),3/18/2022
C24,11,2,-64.84,96.02,wilkw (grounded),3/18/2022
C29,5,5,-66.07,142.79,wilke,3/18/2022
C30,9,3,-64.78,96.28,wilkw (grounded),3/18/2022
C31,9,3,-64.69,96.5,wilkw (grounded),3/18/2022
C33,8,4,-65.33,126.55,wilke (grounded),3/18/2022
C35,7,5,-67.33,147.98,wilke,3/18/2022
C36,22,15,-67.93,147.48,wilke (grounded),3/18/2022
C37,8,3,-65.38,101.91,wilkw,3/18/2022
C38,16,10,-65.66,102.76,wilkw,3/18/2022
D15A,51,24,-66.63,81.92,amere (grounded),3/18/2022
D15B,33,12,-66.98,81.58,amere (grounded),3/18/2022
D20A,17,6,-69.57,22.52,wedde,3/18/2022
D23,8,6,-69.43,74.68,amere (grounded),3/18/2022
D26,16,2,-69.26,29.54,wedde (grounded),3/18/2022
D27,7,4,-69.84,19.89,wedde,3/18/2022
D28,29,19,-74.51,-29.07,weddw,3/18/2022
D29A,15,9,-72.96,-32.68,belle,3/18/2022
D29B,13,7,-73.66,-24.42,weddw,3/18/2022
D29C,13,6,-73.39,-30.9,belle,3/18/2022
D30A,37,11,-74.25,-31.62,belle,3/18/2022
D30B,10,5,-74.03,-28.21,weddw,3/18/2022
D31,16,2,-70.22,-4.85,weddw,3/18/2022
